"告示番号※2",施設名,医療機関コード,都道府県,病院類型,DPC算定病床数,DPC算定病床の入院基本料,"DPC算定病床割合※3","精神病床数※4",療養病床数,結核病床数,"病床総数※5"
231,岐阜県厚生農業協同組合連合会　中濃厚生病院,0200942,岐阜,平成18年度DPC参加病院,375,一般7対1,97.9%,0,0,0,383
232,社会医療法人蘇西厚生会　松波総合病院,0600570,岐阜,平成18年度DPC参加病院,377,一般7対1,87.3%,0,0,0,432
233,高山赤十字病院,2700485,岐阜,平成18年度DPC参加病院,350,一般7対1,88.6%,0,0,0,395
234,三島社会保険病院,0610180,静岡,平成18年度DPC参加病院,154,一般7対1,95.1%,0,0,0,162
235,静岡赤十字病院,4160075,静岡,平成18年度DPC参加病院,517,一般7対1,100.0%,0,0,0,517
236,藤枝市立総合病院,5310554,静岡,平成18年度DPC参加病院,484,一般10対1,98.0%,0,0,10,494
237,浜松医療センター,7110465,静岡,平成18年度DPC参加病院,606,一般7対1,100.0%,0,0,0,606
238,社会福祉法人聖隷福祉事業団総合病院聖隷三方原病院,7160205,静岡,平成18年度DPC参加病院,638,一般7対1,73.0%,60,0,20,874
239,名古屋第一赤十字病院,0500240,愛知,平成18年度DPC参加病院,827,一般7対1,97.1%,0,0,0,852
240,国家公務員共済組合連合会　名城病院,0600966,愛知,平成18年度DPC参加病院,317,一般7対1,87.1%,0,47,0,364
241,みなと医療生活協同組合　協立総合病院,0900887,愛知,平成18年度DPC参加病院,418,一般10対1,96.3%,0,0,0,434
242,名古屋共立病院,1001255,愛知,平成18年度DPC参加病院,156,一般7対1,100.0%,0,0,0,156
243,独立行政法人労働者健康福祉機構　中部労災病院,1100321,愛知,平成18年度DPC参加病院,556,一般7対1,100.0%,0,0,0,556
244,大同病院,1201541,愛知,平成18年度DPC参加病院,355,一般7対1,87.9%,0,0,10,404
245,豊橋市民病院,2000066,愛知,平成18年度DPC参加病院,876,一般7対1,96.3%,0,0,34,910
246,総合大雄会病院,2200013,愛知,平成18年度DPC参加病院,292,一般10対1,90.7%,0,0,0,322
247,医療法人豊田会　刈谷豊田総合病院,2900026,愛知,平成18年度DPC参加病院,579,一般7対1,93.2%,0,0,0,621
248,トヨタ記念病院,3000230,愛知,平成18年度DPC参加病院,513,一般7対1,100.0%,0,0,0,513
249,独立行政法人国立病院機構名古屋医療センター,9900631,愛知,平成18年度DPC参加病院,750,一般7対1,93.8%,50,0,0,800
250,四日市社会保険病院,0205013,三重,平成18年度DPC参加病院,229,一般7対1,97.5%,0,0,0,235
251,鈴鹿回生病院,0305177,三重,平成18年度DPC参加病院,349,一般10対1,92.1%,0,0,0,379
252,三重県厚生農業協同組合連合会　松阪中央総合病院,0705111,三重,平成18年度DPC参加病院,440,一般7対1,100.0%,0,0,0,440
253,市立伊勢総合病院,0805036,三重,平成18年度DPC参加病院,277,一般7対1,86.0%,0,37,0,322
254,独立行政法人国立病院機構三重中央医療センター,4000030,三重,平成18年度DPC参加病院,507,一般7対1,90.4%,0,0,50,561
255,大津赤十字病院,0100155,滋賀,平成18年度DPC参加病院,740,一般7対1,90.1%,40,0,0,821
256,滋賀県立成人病センター,0701101,滋賀,平成18年度DPC参加病院,434,一般7対1,87.9%,0,0,0,494
257,医療法人財団　康生会武田病院,0405124,京都,平成18年度DPC参加病院,254,一般10対1,84.7%,0,0,0,300
258,社会福祉法人　京都社会事業財団　京都桂病院,4000095,京都,平成18年度DPC参加病院,525,一般7対1,97.8%,0,0,12,537
259,京都第二赤十字病院,9700012,京都,平成18年度DPC参加病院,639,一般7対1,100.0%,0,0,0,639
260,京都第一赤十字病院,9700038,京都,平成18年度DPC参加病院,664,一般7対1,100.0%,0,0,0,664
261,社会保険京都病院,9700053,京都,平成18年度DPC参加病院,302,一般7対1,100.0%,0,0,0,302
262,独立行政法人　国立病院機構京都医療センター,9900018,京都,平成18年度DPC参加病院,587,一般7対1,97.8%,0,0,0,600
263,社会医療法人　同仁会　耳原総合病院,0102381,大阪,平成18年度DPC参加病院,365,一般7対1,94.6%,0,0,0,386
264,ベルランド総合病院,0108677,大阪,平成18年度DPC参加病院,522,一般7対1,100.0%,0,0,0,522
265,社会医療法人　ペガサス　馬場記念病院,0118783,大阪,平成18年度DPC参加病院,248,一般7対1,82.7%,0,0,0,300
266,府中病院,0500493,大阪,平成18年度DPC参加病院,351,一般7対1,92.4%,0,0,0,380
267,医療法人愛仁会　高槻病院,0903218,大阪,平成18年度DPC参加病院,477,一般7対1,100.0%,0,0,0,477
268,社会医療法人　愛仁会　千船病院,1002309,大阪,平成18年度DPC参加病院,292,一般7対1,100.0%,0,0,0,292
269,地方独立行政法人　大阪府立病院機構　大阪府立成人病センター,1504189,大阪,平成18年度DPC参加病院,500,特定機能7対1,100.0%,0,0,0,500
270,大阪警察病院,1700803,大阪,平成18年度DPC参加病院,580,一般7対1,100.0%,0,0,0,580
271,財団法人　日本生命済生会付属　日生病院,1801700,大阪,平成18年度DPC参加病院,338,一般7対1,96.6%,0,0,0,350
272,社会医療法人きつこう会　多根総合病院,1802021,大阪,平成18年度DPC参加病院,294,一般7対1,100.0%,0,0,0,294
273,医療法人　美杉会　佐藤病院,2406244,大阪,平成18年度DPC参加病院,120,一般7対1,100.0%,0,0,0,120
274,淀川キリスト教病院,3002505,大阪,平成18年度DPC参加病院,466,一般7対1,95.7%,0,0,0,487
275,財団法人　住友病院,4107535,大阪,平成18年度DPC参加病院,499,一般7対1,100.0%,0,0,0,499
276,財団法人　田附興風会　北野病院,4107774,大阪,平成18年度DPC参加病院,687,一般7対1,97.2%,20,0,0,707
277,社会医療法人　阪南医療福祉センター　阪南中央病院,4802226,大阪,平成18年度DPC参加病院,232,一般7対1,100.0%,0,0,0,232
278,富田林病院,4900723,大阪,平成18年度DPC参加病院,292,一般7対1,97.3%,0,0,0,300
279,医療法人　宝生会　ＰＬ病院,4902034,大阪,平成18年度DPC参加病院,315,一般7対1,85.1%,0,47,0,370
280,医療法人徳洲会　八尾徳洲会総合病院,5506396,大阪,平成18年度DPC参加病院,400,一般10対1,96.4%,0,0,0,415
281,社会医療法人　医真会　医真会八尾総合病院,5504573,大阪,平成18年度DPC参加病院,281,一般10対1,100.0%,0,0,0,281
282,大阪厚生年金病院,9600021,大阪,平成18年度DPC参加病院,565,一般7対1,100.0%,0,0,0,565
283,大阪府済生会中津病院,9600070,大阪,平成18年度DPC参加病院,694,一般7対1,89.2%,0,42,0,778
284,社会福祉法人恩賜財団大阪府済生会吹田病院,9600153,大阪,平成18年度DPC参加病院,492,一般7対1,98.4%,0,0,0,500
285,箕面市立病院,9801124,大阪,平成18年度DPC参加病院,267,一般7対1,84.2%,0,0,0,317
286,市立堺病院,9801454,大阪,平成18年度DPC参加病院,493,一般7対1,100.0%,0,0,0,493
287,市立池田病院,9801470,大阪,平成18年度DPC参加病院,356,一般7対1,97.8%,0,0,0,364
288,独立行政法人国立病院機構大阪医療センター,9900017,大阪,平成18年度DPC参加病院,686,一般7対1,100.0%,0,0,0,686
289,西宮協立脳神経外科病院,0907424,兵庫,平成18年度DPC参加病院,159,一般7対1,97.0%,0,0,0,164
290,笹生病院,0908083,兵庫,平成18年度DPC参加病院,137,一般7対1,92.0%,0,0,0,149
291,医療法人社団　明石医療センター,2005359,兵庫,平成18年度DPC参加病院,247,一般7対1,100.0%,0,0,0,247
292,独立行政法人労働者健康福祉機構　関西労災病院,3000193,兵庫,平成18年度DPC参加病院,602,一般7対1,93.8%,0,0,0,642
293,総合病院　姫路聖マリア病院,4002776,兵庫,平成18年度DPC参加病院,335,一般7対1,93.8%,0,0,0,357
294,兵庫県立姫路循環器病センター,4005530,兵庫,平成18年度DPC参加病院,334,一般7対1,95.4%,0,0,0,350
295,姫路赤十字病院,4009037,兵庫,平成18年度DPC参加病院,509,一般7対1,100.0%,0,0,0,509
296,赤穂市民病院,4300956,兵庫,平成18年度DPC参加病院,404,一般10対1,97.1%,0,0,0,416
297,神戸アドベンチスト病院,5000589,兵庫,平成18年度DPC参加病院,85,一般7対1,73.3%,0,0,0,116
298,社会保険神戸中央病院,5001207,兵庫,平成18年度DPC参加病院,354,一般7対1,94.2%,0,0,0,376
299,神戸赤十字病院,5106055,兵庫,平成18年度DPC参加病院,310,一般7対1,100.0%,0,0,0,310
300,独立行政法人国立病院機構姫路医療センター,9900073,兵庫,平成18年度DPC参加病院,422,一般7対1,98.1%,0,0,0,430
301,奈良社会保険病院,0201066,奈良,平成18年度DPC参加病院,253,一般7対1,100.0%,0,0,0,253
302,社会福祉法人恩賜財団済生会中和病院,0401062,奈良,平成18年度DPC参加病院,257,一般7対1,85.7%,0,24,0,300
303,橋本市民病院,8010383,和歌山,平成18年度DPC参加病院,300,一般10対1,100.0%,0,0,0,300
304,島根県立中央病院,0412015,島根,平成18年度DPC参加病院,639,一般7対1,94.1%,40,0,0,679
305,特定医療法人　鴻仁会　岡山中央病院,0114032,岡山,平成18年度DPC参加病院,162,一般7対1,100.0%,0,0,0,162
306,岡山済生会総合病院,8800012,岡山,平成18年度DPC参加病院,538,一般7対1,95.6%,0,0,0,563
307,総合病院岡山赤十字病院,8800061,岡山,平成18年度DPC参加病院,527,一般7対1,100.0%,0,0,0,527
308,県立広島病院,0110062,広島,平成18年度DPC参加病院,628,一般7対1,90.0%,50,0,0,698
309,国家公務員共済組合連合会　広島記念病院,0210086,広島,平成18年度DPC参加病院,250,一般7対1,100.0%,0,0,0,250
310,国家公務員共済組合連合会　呉共済病院,0510022,広島,平成18年度DPC参加病院,394,一般7対1,89.6%,0,0,46,440
311,独立行政法人国立病院機構呉医療センター,8010033,広島,平成18年度DPC参加病院,631,一般7対1,90.1%,50,0,0,700
312,独立行政法人　国立病院機構　岩国医療センター,8810357,山口,平成18年度DPC参加病院,530,一般7対1,100.0%,0,0,0,530
313,徳島県立中央病院,0124913,徳島,平成18年度DPC参加病院,383,一般10対1,85.9%,0,0,3,446
314,徳島赤十字病院,0310157,徳島,平成18年度DPC参加病院,405,一般7対1,100.0%,0,0,0,405
315,社会医療法人財団大樹会　総合病院　回生病院,0310867,香川,平成18年度DPC参加病院,321,一般7対1,79.9%,51,0,0,402
316,高松赤十字病院,7010239,香川,平成18年度DPC参加病院,541,一般7対1,91.9%,0,0,8,589
317,独立行政法人　労働者健康福祉機構　香川労災病院,7010270,香川,平成18年度DPC参加病院,394,一般7対1,100.0%,0,0,0,394
318,愛媛労災病院,0518047,愛媛,平成18年度DPC参加病院,210,一般7対1,96.3%,0,0,0,218
319,社会医療法人　近森会　近森病院,0110406,高知,平成18年度DPC参加病院,338,一般7対1,100.0%,0,0,0,338
320,高知赤十字病院,0110539,高知,平成18年度DPC参加病院,440,一般7対1,91.3%,0,0,26,482
321,医療法人　原三信病院,0319103,福岡,平成18年度DPC参加病院,359,一般7対1,100.0%,0,0,0,359
322,福岡市民病院,0212274,福岡,平成18年度DPC参加病院,200,一般7対1,100.0%,0,0,0,200
323,国家公務員共済組合連合会　浜の町病院,1119114,福岡,平成18年度DPC参加病院,466,一般7対1,100.0%,0,0,0,466
324,福岡県済生会福岡総合病院,1119189,福岡,平成18年度DPC参加病院,380,一般7対1,100.0%,0,0,0,380
325,社会医療法人　大成会　福岡記念病院,1119247,福岡,平成18年度DPC参加病院,220,一般7対1,100.0%,0,0,0,220
326,公立学校共済組合　九州中央病院,1219203,福岡,平成18年度DPC参加病院,330,一般7対1,100.0%,0,0,0,330
327,公立八女総合病院,2119105,福岡,平成18年度DPC参加病院,320,一般7対1,97.0%,0,0,0,330
328,医療法人天神会　新古賀病院,2219830,福岡,平成18年度DPC参加病院,202,一般7対1,100.0%,0,0,0,202
329,医療法人　社団高邦会　高木病院,2519049,福岡,平成18年度DPC参加病院,341,一般7対1,67.4%,0,80,0,506
330,新日鐵八幡記念病院,6617013,福岡,平成18年度DPC参加病院,404,一般7対1,89.2%,0,0,0,453
331,九州厚生年金病院,6619175,福岡,平成18年度DPC参加病院,561,一般7対1,97.6%,0,0,0,575
332,社会医療法人財団　池友会　新行橋病院,7519242,福岡,平成18年度DPC参加病院,201,一般7対1,81.7%,0,0,0,246
333,医療法人祐愛会　織田病院,0710052,佐賀,平成18年度DPC参加病院,101,一般7対1,91.0%,0,0,0,111
334,佐賀県立病院好生館,9810598,佐賀,平成18年度DPC参加病院,438,一般7対1,96.7%,0,0,0,453
335,独立行政法人国立病院機構嬉野医療センター,9910026,佐賀,平成18年度DPC参加病院,424,一般7対1,100.0%,0,0,0,424
336,医療法人　白十字会　佐世保中央病院,0226249,長崎,平成18年度DPC参加病院,302,一般7対1,96.8%,0,0,0,312
337,独立行政法人国立病院機構長崎医療センター,8010066,長崎,平成18年度DPC参加病院,610,一般7対1,94.9%,33,0,0,643
338,長崎労災病院,8110015,長崎,平成18年度DPC参加病院,330,一般7対1,94.3%,0,0,0,350
339,長崎市立市民病院,8110023,長崎,平成18年度DPC参加病院,408,一般10対1,100.0%,0,0,0,408
340,公益社団法人　地域医療振興協会　市立大村市民病院,8113035,長崎,平成18年度DPC参加病院,163,一般7対1,80.3%,0,0,0,203
341,日本赤十字社長崎原爆病院,8113241,長崎,平成18年度DPC参加病院,360,一般7対1,100.0%,0,0,0,360
342,佐世保市立総合病院,8113498,長崎,平成18年度DPC参加病院,574,一般7対1,96.6%,0,0,20,594
343,独立行政法人国立病院機構熊本医療センター,8110501,熊本,平成18年度DPC参加病院,500,一般7対1,90.9%,50,0,0,550
344,熊本赤十字病院,8210079,熊本,平成18年度DPC参加病院,480,一般7対1,100.0%,0,0,0,480
345,熊本市立熊本市民病院,8210327,熊本,平成18年度DPC参加病院,562,一般10対1,100.0%,0,0,0,562
346,国家公務員共済組合連合会　熊本中央病院,8210723,熊本,平成18年度DPC参加病院,355,一般7対1,100.0%,0,0,0,355
347,国保水俣市立総合医療センター,8210988,熊本,平成18年度DPC参加病院,316,一般10対1,87.5%,0,0,0,361
348,済生会熊本病院,8211911,熊本,平成18年度DPC参加病院,388,一般7対1,100.0%,0,0,0,388
349,大分岡病院,0115788,大分,平成18年度DPC参加病院,215,一般7対1,93.1%,0,0,0,231
350,国家公務員共済組合連合会　新別府病院,0210084,大分,平成18年度DPC参加病院,269,一般7対1,100.0%,0,0,0,269
351,健康保険南海病院,0511028,大分,平成18年度DPC参加病院,252,一般7対1,96.9%,0,0,0,260
352,公益社団法人鹿児島共済会南風病院,0110563,鹿児島,平成18年度DPC参加病院,338,一般7対1,100.0%,0,0,0,338
353,財団法人　慈愛会　今村病院分院,0116230,鹿児島,平成18年度DPC参加病院,197,一般7対1,70.4%,40,0,0,280
354,今村　病院,0119739,鹿児島,平成18年度DPC参加病院,165,一般7対1,100.0%,0,0,0,165
355,社会医療法人　聖医会　サザン・リージョン病院,0410427,鹿児島,平成18年度DPC参加病院,62,一般7対1,47.3%,0,20,0,131
356,川内市医師会立市民病院,1510415,鹿児島,平成18年度DPC参加病院,160,一般7対1,71.4%,0,0,0,224
357,社会医療法人　仁愛会　浦添総合病院,0810245,沖縄,平成18年度DPC参加病院,302,一般7対1,100.0%,0,0,0,302
358,医療法人友愛会　豊見城中央病院,1110033,沖縄,平成18年度DPC参加病院,356,一般7対1,100.0%,0,0,0,356
359,社会医療法人かりゆし会　ハートライフ病院,2210287,沖縄,平成18年度DPC参加病院,300,一般7対1,100.0%,0,0,0,300
360,医療法人　北海道循環器病院,0114634,北海道,平成20年度DPC参加病院,95,一般7対1,100.0%,0,0,0,95
361,市立札幌病院,0116381,北海道,平成20年度DPC参加病院,818,一般7対1,100.0%,0,0,0,818
362,札幌南三条病院,0118460,北海道,平成20年度DPC参加病院,99,一般7対1,100.0%,0,0,0,99
363,医療法人　徳洲会　札幌東徳洲会病院,0213873,北海道,平成20年度DPC参加病院,282,一般10対1,100.0%,0,0,0,282
364,天使病院,0217759,北海道,平成20年度DPC参加病院,254,一般7対1,97.7%,0,0,0,260
365,ＫＫＲ札幌医療センター,0310406,北海道,平成20年度DPC参加病院,428,一般7対1,95.1%,0,0,0,450
